stock,start_date,stage
LRMR,2015-08-21,4.0
LRMR,2017-09-01,4.0
LRMR,2017-06-09,4.0
LRMR,2019-08-02,1.0
LRMR,2017-10-13,4.0
LRMR,2020-11-20,2.0
LRMR,2015-08-28,1.0
LRMR,2021-04-16,4.0
LRMR,2015-09-11,1.0
LRMR,2017-06-16,4.0
LRMR,2019-10-04,4.0
LX,2019-02-15,2.0
LX,2019-10-04,4.0
LX,2019-01-18,2.0
LX,2020-07-03,4.0
LX,2020-04-03,4.0
LX,2019-07-05,4.0
LX,2020-03-20,4.0
LX,2019-12-06,4.0
LX,2021-07-09,4.0
LX,2019-10-18,4.0
LX,2020-05-15,4.0
LX,2020-03-06,4.0
LX,2020-02-28,4.0
LX,2019-03-15,3.0
LX,2020-06-19,4.0
LX,2021-03-19,3.0
LX,2021-02-19,3.0
LX,2021-10-22,4.0
LX,2020-07-24,4.0
LX,2018-11-02,4.0
CG,2019-08-30,2.0
CG,2019-05-03,2.0
CG,2018-08-03,4.0
CG,2014-06-13,1.0
CG,2020-07-17,4.0
CG,2017-03-10,1.0
CG,2013-12-06,4.0
CG,2016-08-26,4.0
CG,2013-07-05,4.0
CG,2017-02-24,1.0
CG,2013-11-29,4.0
CG,2013-04-12,1.0
CG,2014-01-10,4.0
CG,2019-06-21,2.0
CG,2014-01-03,4.0
CG,2015-11-27,3.0
CG,2020-05-01,4.0
CG,2015-05-15,2.0
CG,2015-10-30,3.0
CG,2018-03-02,4.0
OSK,2017-10-27,2.0
OSK,1995-09-29,2.0
OSK,2005-08-19,3.0
OSK,2016-11-04,1.0
OSK,2002-01-18,2.0
OSK,2002-04-26,3.0
OSK,1992-04-24,3.0
OSK,2021-07-02,3.0
OSK,2003-11-14,3.0
OSK,2002-02-22,3.0
OSK,2004-08-27,1.0
OSK,1989-06-30,2.0
OSK,2011-11-18,3.0
OSK,1995-02-24,1.0
OSK,2008-08-29,4.0
OSK,1990-11-02,1.0
OSK,1995-07-21,2.0
OSK,1996-08-09,3.0
OSK,2001-10-19,2.0
OSK,2008-10-24,1.0
LYG,2008-09-19,3.0
LYG,2011-10-14,2.0
LYG,2003-05-02,3.0
LYG,2006-02-03,4.0
LYG,2010-05-07,1.0
LYG,2013-06-07,1.0
LYG,2005-12-02,4.0
LYG,2008-05-23,1.0
LYG,2010-04-02,4.0
LYG,2014-12-12,1.0
LYG,2019-07-26,3.0
LYG,2014-08-15,4.0
LYG,2015-03-13,1.0
LYG,2017-01-13,1.0
LYG,2014-07-18,4.0
LYG,2006-10-20,4.0
LYG,2015-12-11,1.0
LYG,2021-03-26,3.0
LYG,2007-10-05,4.0
LYG,2017-01-20,1.0
FLWS,2005-11-25,4.0
FLWS,2004-05-07,4.0
FLWS,2017-09-15,4.0
FLWS,2013-09-27,4.0
FLWS,2015-11-27,2.0
FLWS,2008-05-30,4.0
FLWS,2016-01-22,2.0
FLWS,2015-02-20,3.0
FLWS,2015-05-15,3.0
FLWS,2010-07-23,2.0
FLWS,2013-02-08,2.0
FLWS,2005-12-16,4.0
FLWS,2004-03-26,1.0
FLWS,2011-06-17,2.0
FLWS,2017-01-27,2.0
FLWS,2005-09-02,2.0
FLWS,2020-05-08,4.0
FLWS,2019-11-29,4.0
FLWS,2014-03-14,1.0
FLWS,2016-09-02,4.0
DBI,2015-12-11,1.0
DBI,2014-04-04,4.0
DBI,2017-01-27,4.0
DBI,2020-05-15,1.0
DBI,2017-04-28,4.0
DBI,2008-04-25,3.0
DBI,2013-08-23,4.0
DBI,2016-07-01,2.0
DBI,2012-01-20,1.0
DBI,2020-06-26,2.0
DBI,2011-09-23,2.0
DBI,2018-11-23,2.0
DBI,2016-05-27,2.0
DBI,2018-03-02,4.0
DBI,2017-11-17,4.0
DBI,2008-05-30,3.0
DBI,2016-11-11,1.0
DBI,2015-02-20,1.0
DBI,2008-11-21,2.0
DBI,2007-04-27,1.0
D,1988-08-05,1.0
D,1983-11-18,3.0
D,1981-03-06,1.0
D,2018-08-10,1.0
D,2004-05-28,1.0
D,1991-06-07,1.0
D,2001-03-16,2.0
D,1994-04-22,1.0
D,2018-03-16,1.0
D,2020-06-05,1.0
D,1982-09-03,2.0
D,1996-07-19,1.0
D,2015-09-18,1.0
D,2002-11-01,3.0
D,2002-02-22,3.0
D,1986-07-11,1.0
D,1999-01-29,3.0
D,2018-08-03,1.0
D,2004-08-27,1.0
D,1984-09-14,3.0
POWL,2007-03-09,2.0
POWL,2010-02-05,1.0
POWL,2005-09-09,2.0
POWL,1993-11-26,2.0
POWL,1984-02-03,1.0
POWL,1982-07-23,4.0
POWL,2010-03-05,1.0
POWL,2001-11-23,3.0
POWL,2020-12-25,2.0
POWL,2008-03-14,1.0
POWL,2010-09-24,1.0
POWL,1997-01-24,4.0
POWL,2019-02-15,2.0
POWL,2013-04-19,4.0
POWL,2006-09-15,4.0
POWL,2000-03-24,1.0
POWL,2020-02-28,4.0
POWL,2016-01-15,1.0
POWL,2017-05-12,2.0
POWL,2007-01-19,4.0
RDN,2010-12-10,2.0
RDN,2004-12-24,1.0
RDN,2016-04-22,4.0
RDN,2006-02-10,4.0
RDN,2001-04-13,1.0
RDN,1999-07-23,3.0
RDN,2002-02-22,3.0
RDN,2004-01-30,3.0
RDN,2016-02-12,4.0
RDN,2016-12-30,1.0
RDN,1994-06-10,3.0
RDN,2015-06-26,3.0
RDN,2018-07-06,4.0
RDN,2017-01-13,2.0
RDN,2017-12-08,3.0
RDN,1994-12-16,3.0
RDN,2011-08-12,2.0
RDN,2020-10-30,1.0
RDN,2017-10-06,3.0
RDN,1996-03-15,3.0
APCX,2017-12-08,2.0
APCX,2018-12-07,2.0
APCX,2019-03-29,4.0
APCX,2014-07-11,2.0
APCX,2015-09-25,2.0
APCX,2018-09-21,3.0
APCX,2021-08-13,2.0
APCX,2015-01-23,3.0
APCX,2021-01-22,3.0
APCX,2014-12-05,2.0
APCX,2015-06-12,2.0
APCX,2020-08-28,4.0
APCX,2016-06-10,4.0
APCX,2019-06-28,4.0
APCX,2019-12-20,3.0
APCX,2020-09-11,4.0
APCX,2016-05-06,3.0
APCX,2017-11-17,1.0
APCX,2021-03-26,2.0
APCX,2015-06-26,2.0
XENE,2019-09-06,2.0
XENE,2017-10-13,2.0
XENE,2021-01-15,3.0
XENE,2017-11-17,2.0
XENE,2016-04-15,2.0
XENE,2017-08-18,1.0
XENE,2019-04-12,2.0
XENE,2017-06-02,1.0
XENE,2015-10-09,4.0
XENE,2018-03-16,3.0
XENE,2018-06-15,4.0
XENE,2016-07-15,2.0
XENE,2018-11-23,2.0
XENE,2019-01-18,2.0
XENE,2015-08-14,4.0
XENE,2021-01-08,3.0
XENE,2019-08-02,2.0
XENE,2020-11-20,3.0
XENE,2019-08-23,2.0
XENE,2018-07-13,4.0
CBUS,2021-02-19,2.0
CBUS,2019-11-15,4.0
CBUS,2019-09-27,4.0
CBUS,2018-09-21,4.0
CBUS,2021-04-16,2.0
CBUS,2021-03-12,2.0
CBUS,2019-02-01,3.0
CBUS,2019-05-10,1.0
CBUS,2018-11-16,2.0
CBUS,2021-08-06,1.0
CBUS,2019-07-19,4.0
CBUS,2021-01-08,2.0
CBUS,2018-05-04,3.0
CBUS,2020-05-15,4.0
CBUS,2021-05-21,2.0
CBUS,2020-01-24,4.0
CBUS,2018-04-20,2.0
CBUS,2021-09-24,4.0
CBUS,2018-07-13,3.0
CBUS,2019-12-06,4.0
AGEN,2005-03-11,2.0
AGEN,2001-07-06,3.0
AGEN,2020-11-06,2.0
AGEN,2005-03-04,2.0
AGEN,2008-08-22,2.0
AGEN,2020-05-08,4.0
AGEN,2007-12-21,4.0
AGEN,2011-04-08,1.0
AGEN,2020-11-20,3.0
AGEN,2019-04-19,2.0
AGEN,2013-06-28,3.0
AGEN,2000-12-29,4.0
AGEN,2002-03-29,4.0
AGEN,2021-10-08,4.0
AGEN,2017-04-14,3.0
AGEN,2019-04-05,2.0
AGEN,2001-11-30,1.0
AGEN,2020-02-07,4.0
AGEN,2020-10-30,2.0
AGEN,2019-11-01,4.0
NPK,1989-10-13,2.0
NPK,2001-12-14,3.0
NPK,1998-11-13,1.0
NPK,1985-08-16,4.0
NPK,2003-02-07,3.0
NPK,1997-05-02,1.0
NPK,2000-04-28,1.0
NPK,2018-01-19,4.0
NPK,2002-08-02,3.0
NPK,2003-02-21,3.0
NPK,1996-02-02,1.0
NPK,2013-08-09,2.0
NPK,2021-01-01,1.0
NPK,1991-11-01,4.0
NPK,1990-05-18,4.0
NPK,2010-08-13,1.0
NPK,2008-01-25,2.0
NPK,1987-02-27,2.0
NPK,1981-09-11,3.0
NPK,1992-10-23,1.0
BANF,1992-02-07,1.0
BANF,2000-03-10,2.0
BANF,1994-12-16,2.0
BANF,2017-09-22,1.0
BANF,2018-07-27,1.0
BANF,2019-04-19,3.0
BANF,2012-12-07,3.0
BANF,2018-01-05,4.0
BANF,2001-12-21,3.0
BANF,1995-06-30,3.0
BANF,2015-10-09,3.0
BANF,1992-08-21,1.0
BANF,1997-11-14,1.0
BANF,2021-10-22,1.0
BANF,2016-01-01,3.0
BANF,2013-07-19,3.0
BANF,2007-08-17,1.0
BANF,2012-09-07,3.0
BANF,2005-04-29,4.0
BANF,2008-07-11,1.0
JAZZ,2014-01-31,4.0
JAZZ,2017-06-30,1.0
JAZZ,2012-11-16,3.0
JAZZ,2016-08-12,3.0
JAZZ,2016-10-07,4.0
JAZZ,2011-10-14,2.0
JAZZ,2013-11-15,4.0
JAZZ,2017-02-10,1.0
JAZZ,2017-11-17,1.0
JAZZ,2018-01-05,4.0
JAZZ,2011-06-17,2.0
JAZZ,2012-11-30,3.0
JAZZ,2021-02-05,1.0
JAZZ,2012-07-13,3.0
JAZZ,2017-07-14,1.0
JAZZ,2011-11-18,2.0
JAZZ,2016-02-12,1.0
JAZZ,2011-07-29,2.0
JAZZ,2016-09-02,3.0
JAZZ,2018-06-15,1.0
URG,2013-01-25,1.0
URG,2017-12-29,4.0
URG,2015-12-04,2.0
URG,2015-01-30,3.0
URG,2014-05-09,1.0
URG,2014-09-26,1.0
URG,2011-06-17,2.0
URG,2010-08-06,1.0
URG,2010-08-13,1.0
URG,2016-03-18,2.0
URG,2015-10-02,1.0
URG,2011-07-15,3.0
URG,2013-06-28,4.0
URG,2014-08-01,1.0
URG,2011-01-07,1.0
URG,2010-04-16,4.0
URG,2012-02-10,3.0
URG,2012-06-29,4.0
URG,2021-07-09,2.0
URG,2019-04-12,2.0
AVY,2018-08-10,1.0
AVY,1994-10-14,2.0
AVY,2009-01-09,1.0
AVY,2006-12-29,4.0
AVY,2004-07-30,1.0
AVY,2008-05-16,4.0
AVY,1991-05-31,1.0
AVY,1996-01-05,2.0
AVY,2014-04-11,3.0
AVY,2002-10-18,1.0
AVY,1996-11-15,1.0
AVY,1998-03-20,3.0
AVY,2020-05-08,4.0
AVY,2017-01-06,1.0
AVY,1979-05-04,3.0
AVY,1986-11-07,1.0
AVY,1989-01-06,1.0
AVY,1994-04-01,3.0
AVY,1987-03-06,1.0
AVY,2013-09-20,3.0
AMC,2021-06-11,4.0
AMC,2020-01-31,4.0
AMC,2017-07-28,4.0
AMC,2020-11-06,4.0
AMC,2015-07-17,4.0
AMC,2019-01-18,2.0
AMC,2019-06-28,2.0
AMC,2019-05-17,2.0
AMC,2016-07-15,2.0
AMC,2020-06-19,1.0
AMC,2017-09-29,4.0
AMC,2019-06-21,2.0
AMC,2017-06-30,1.0
AMC,2019-05-03,2.0
AMC,2018-10-12,4.0
AMC,2019-04-19,2.0
AMC,2016-10-21,4.0
AMC,2019-08-30,2.0
AMC,2017-05-26,4.0
AMC,2021-07-16,4.0
IT,2014-12-26,3.0
IT,2011-11-11,3.0
IT,2006-06-30,2.0
IT,2019-01-25,2.0
IT,2002-10-11,3.0
IT,2001-06-01,1.0
IT,2015-02-27,2.0
IT,1994-09-02,3.0
IT,1998-05-15,1.0
IT,2010-04-23,3.0
IT,2018-07-20,1.0
IT,2015-08-28,3.0
IT,2004-06-11,3.0
IT,1997-05-02,1.0
IT,1996-06-07,4.0
IT,2010-07-09,2.0
IT,1998-03-20,4.0
IT,2001-08-17,2.0
IT,2016-02-19,3.0
IT,2012-01-20,3.0
CHWY,2021-09-17,4.0
CHWY,2020-07-10,1.0
CHWY,2020-05-08,4.0
CHWY,2020-09-11,1.0
CHWY,2021-07-16,4.0
CHWY,2020-04-10,4.0
CHWY,2020-03-20,4.0
CHWY,2020-04-17,4.0
CHWY,2020-12-04,3.0
CHWY,2020-09-18,1.0
CHWY,2020-07-24,4.0
CHWY,2021-07-02,4.0
CHWY,2021-04-02,4.0
CHWY,2021-01-15,3.0
CHWY,2020-08-07,4.0
CHWY,2021-05-07,1.0
CHWY,2020-10-23,2.0
CHWY,2021-05-28,4.0
CHWY,2020-06-05,1.0
CHWY,2021-03-26,4.0
OPRX,2011-11-25,2.0
OPRX,2011-05-13,2.0
OPRX,2021-06-18,4.0
OPRX,2017-06-16,2.0
OPRX,2021-10-15,1.0
OPRX,2012-10-12,4.0
OPRX,2015-05-22,2.0
OPRX,2021-07-23,4.0
OPRX,2021-02-26,4.0
OPRX,2008-11-28,4.0
OPRX,2013-12-20,4.0
OPRX,2016-04-01,2.0
OPRX,2012-03-02,3.0
OPRX,2014-09-26,4.0
OPRX,2018-04-20,2.0
OPRX,2013-09-13,2.0
OPRX,2010-05-28,3.0
OPRX,2019-12-20,4.0
OPRX,2018-08-24,2.0
OPRX,2016-05-06,2.0
ABEO,2013-08-09,1.0
ABEO,2004-07-30,1.0
ABEO,2005-04-01,3.0
ABEO,2020-01-10,4.0
ABEO,1997-10-17,4.0
ABEO,2017-04-21,4.0
ABEO,1989-12-22,2.0
ABEO,1984-06-22,4.0
ABEO,2015-10-23,2.0
ABEO,1999-04-09,4.0
ABEO,2012-05-18,4.0
ABEO,1990-03-23,4.0
ABEO,1988-11-25,4.0
ABEO,2013-02-15,4.0
ABEO,1988-03-18,4.0
ABEO,1999-12-31,3.0
ABEO,1991-08-23,4.0
ABEO,1991-02-08,1.0
ABEO,1999-07-30,4.0
ABEO,2002-08-30,4.0
HYLN,2021-06-25,4.0
HYLN,2021-02-19,4.0
HYLN,2021-07-09,4.0
HYLN,2020-12-04,1.0
HYLN,2021-03-05,4.0
HYLN,2021-04-16,4.0
HYLN,2020-10-16,4.0
HYLN,2021-09-03,4.0
HYLN,2021-04-09,4.0
HYLN,2021-01-15,4.0
HYLN,2020-12-18,4.0
HYLN,2021-05-28,4.0
HYLN,2021-02-26,4.0
HYLN,2021-06-04,4.0
HYLN,2021-04-30,4.0
HYLN,2021-02-12,4.0
HYLN,2020-11-06,1.0
HYLN,2021-01-22,4.0
HYLN,2021-04-02,4.0
HYLN,2021-06-18,4.0
AKTX,2018-05-25,3.0
AKTX,2016-06-24,4.0
AKTX,2019-09-27,4.0
AKTX,2016-12-30,2.0
AKTX,2020-01-10,4.0
AKTX,2021-06-11,4.0
AKTX,2019-11-29,4.0
AKTX,2017-10-27,4.0
AKTX,2020-10-16,4.0
AKTX,2015-02-27,2.0
AKTX,2016-12-09,1.0
AKTX,2015-03-27,3.0
AKTX,2018-05-18,2.0
AKTX,2015-07-03,4.0
AKTX,2021-07-02,4.0
AKTX,2018-11-23,2.0
AKTX,2021-10-08,4.0
AKTX,2019-11-08,4.0
AKTX,2018-06-08,3.0
AKTX,2020-01-03,4.0
NKTR,2004-04-16,3.0
NKTR,2006-10-20,2.0
NKTR,2004-05-21,4.0
NKTR,1996-02-02,3.0
NKTR,2015-08-28,2.0
NKTR,2006-05-19,4.0
NKTR,2016-03-18,2.0
NKTR,2002-02-01,2.0
NKTR,1996-11-08,3.0
NKTR,2007-08-31,2.0
NKTR,2020-07-24,4.0
NKTR,2011-12-23,3.0
NKTR,2007-06-01,2.0
NKTR,2013-03-01,4.0
NKTR,2004-07-30,4.0
NKTR,2009-09-18,4.0
NKTR,2009-11-13,4.0
NKTR,2018-11-16,1.0
NKTR,2000-06-09,4.0
NKTR,2009-02-27,4.0
RCRT,2015-07-10,2.0
RCRT,2018-12-28,2.0
RCRT,2017-06-23,4.0
RCRT,2015-04-10,4.0
RCRT,2018-01-19,4.0
RCRT,2018-03-02,3.0
RCRT,2014-07-18,4.0
RCRT,2019-10-04,4.0
RCRT,2020-10-02,4.0
RCRT,2019-09-13,4.0
RCRT,2019-09-06,4.0
RCRT,2021-01-01,4.0
RCRT,2018-02-09,1.0
RCRT,2020-03-27,4.0
RCRT,2017-08-25,4.0
RCRT,2015-08-21,2.0
RCRT,2016-01-29,2.0
RCRT,2013-08-16,4.0
RCRT,2017-03-31,1.0
RCRT,2015-02-13,4.0
CHRS,2016-11-04,4.0
CHRS,2020-01-24,4.0
CHRS,2021-05-21,4.0
CHRS,2017-08-11,3.0
CHRS,2019-02-01,4.0
CHRS,2019-06-21,4.0
CHRS,2016-01-22,1.0
CHRS,2019-12-06,4.0
CHRS,2017-07-28,3.0
CHRS,2016-10-28,4.0
CHRS,2020-02-28,4.0
CHRS,2018-09-07,1.0
CHRS,2016-09-02,4.0
CHRS,2017-10-27,3.0
CHRS,2016-01-08,1.0
CHRS,2018-06-15,1.0
CHRS,2020-01-17,4.0
CHRS,2016-04-01,2.0
CHRS,2017-05-05,2.0
CHRS,2019-09-27,3.0
OHI,1994-10-28,1.0
OHI,2003-11-28,3.0
OHI,2011-04-15,2.0
OHI,2001-04-13,2.0
OHI,2000-09-08,4.0
OHI,2002-11-15,3.0
OHI,2008-09-26,3.0
OHI,2004-09-10,2.0
OHI,2018-02-16,4.0
OHI,1997-10-31,4.0
OHI,2007-11-30,2.0
OHI,2012-05-25,3.0
OHI,2012-11-09,3.0
OHI,2020-07-17,1.0
OHI,2007-03-02,1.0
OHI,2009-12-18,1.0
OHI,1995-05-19,1.0
OHI,2006-02-10,1.0
OHI,2016-12-02,3.0
OHI,2016-09-09,2.0
NNOX,2021-06-11,4.0
NNOX,2021-07-02,4.0
NNOX,2021-07-23,4.0
NNOX,2021-09-03,4.0
NNOX,2021-10-22,4.0
NNOX,2021-10-01,4.0
NNOX,2021-08-27,4.0
NNOX,2021-07-09,4.0
NNOX,2021-05-28,3.0
NNOX,2021-08-20,4.0
NNOX,2021-09-17,4.0
NNOX,2021-07-30,4.0
NNOX,2021-08-13,4.0
NNOX,2021-09-10,4.0
NNOX,2021-05-21,2.0
NNOX,2021-05-14,2.0
NNOX,2021-09-24,4.0
NNOX,2021-06-04,3.0
NNOX,2021-10-15,4.0
NNOX,2021-06-25,4.0
SPRU,2020-12-25,1.0
SPRU,2020-08-07,4.0
SPRU,2021-06-11,1.0
SPRU,2020-07-03,4.0
SPRU,2021-01-22,4.0
SPRU,2021-07-16,4.0
SPRU,2021-09-10,4.0
SPRU,2020-11-20,1.0
SPRU,2021-05-21,1.0
SPRU,2020-06-05,4.0
SPRU,2020-10-30,1.0
SPRU,2021-02-26,4.0
SPRU,2021-08-20,4.0
SPRU,2021-02-19,4.0
SPRU,2021-09-17,4.0
SPRU,2021-06-04,1.0
SPRU,2021-05-07,1.0
SPRU,2021-07-02,4.0
SPRU,2021-04-02,4.0
SPRU,2021-07-30,4.0
SSD,2019-12-27,3.0
SSD,2012-03-23,3.0
SSD,2020-10-02,1.0
SSD,1995-05-26,2.0
SSD,2020-01-17,3.0
SSD,2014-12-12,3.0
SSD,2020-06-05,4.0
SSD,2012-04-06,3.0
SSD,2019-01-25,3.0
SSD,1998-11-06,1.0
SSD,2011-07-15,1.0
SSD,2009-04-24,1.0
SSD,2009-07-24,4.0
SSD,2007-06-01,1.0
SSD,2006-05-05,4.0
SSD,2020-02-07,4.0
SSD,2018-07-13,3.0
SSD,2017-09-29,2.0
SSD,2000-11-10,3.0
SSD,2013-09-13,1.0
AMPY,2014-06-13,4.0
AMPY,2018-11-23,2.0
AMPY,2014-05-30,4.0
AMPY,2016-08-05,4.0
AMPY,2019-06-28,2.0
AMPY,2019-05-17,2.0
AMPY,2019-02-15,2.0
AMPY,2013-06-28,4.0
AMPY,2021-01-08,3.0
AMPY,2015-01-16,2.0
AMPY,2018-12-14,2.0
AMPY,2021-10-15,4.0
AMPY,2013-04-12,4.0
AMPY,2018-03-30,4.0
AMPY,2018-09-07,4.0
AMPY,2013-09-27,4.0
AMPY,2013-07-12,4.0
AMPY,2014-05-16,4.0
AMPY,2019-11-29,1.0
AMPY,2013-09-20,4.0
OSUR,1989-10-20,2.0
OSUR,2005-12-30,4.0
OSUR,2017-01-27,4.0
OSUR,2011-01-28,4.0
OSUR,2013-03-08,4.0
OSUR,2020-06-26,4.0
OSUR,1995-07-07,4.0
OSUR,1994-06-10,4.0
OSUR,2020-05-15,4.0
OSUR,2008-10-17,2.0
OSUR,2018-10-12,3.0
OSUR,2017-12-08,4.0
OSUR,1991-04-05,1.0
OSUR,2004-07-30,4.0
OSUR,2001-06-01,2.0
OSUR,2003-07-25,3.0
OSUR,2008-02-01,2.0
OSUR,1998-03-27,2.0
OSUR,2011-12-16,2.0
OSUR,2013-10-11,1.0
PSTX,2021-07-09,4.0
PSTX,2021-10-22,2.0
PSTX,2021-06-04,4.0
PSTX,2021-08-13,4.0
PSTX,2021-04-16,4.0
PSTX,2021-06-18,4.0
PSTX,2021-04-30,4.0
PSTX,2021-07-02,4.0
PSTX,2021-08-06,4.0
PSTX,2021-04-09,4.0
PSTX,2021-07-16,4.0
PSTX,2021-10-15,2.0
PSTX,2021-08-27,4.0
PSTX,2021-10-08,2.0
PSTX,2021-05-14,4.0
PSTX,2021-10-01,1.0
PSTX,2021-07-23,4.0
PSTX,2021-04-23,4.0
PSTX,2021-05-07,4.0
PSTX,2021-07-30,4.0
CSIQ,2017-01-20,2.0
CSIQ,2014-07-18,4.0
CSIQ,2011-05-13,2.0
CSIQ,2015-12-11,3.0
CSIQ,2017-04-14,3.0
CSIQ,2021-05-07,3.0
CSIQ,2021-06-25,4.0
CSIQ,2016-01-08,3.0
CSIQ,2021-10-01,4.0
CSIQ,2016-09-16,1.0
CSIQ,2008-10-10,1.0
CSIQ,2018-07-27,2.0
CSIQ,2012-06-29,1.0
CSIQ,2017-03-31,3.0
CSIQ,2015-08-14,3.0
CSIQ,2018-01-05,3.0
CSIQ,2020-05-01,4.0
CSIQ,2020-09-25,4.0
CSIQ,2008-04-18,4.0
CSIQ,2021-04-16,3.0
LPSN,2001-08-10,2.0
LPSN,2011-09-23,1.0
LPSN,2002-11-29,1.0
LPSN,2009-05-01,3.0
LPSN,2005-12-09,4.0
LPSN,2002-09-13,4.0
LPSN,2020-03-13,4.0
LPSN,2009-10-09,1.0
LPSN,2018-08-31,2.0
LPSN,2005-06-24,1.0
LPSN,2001-05-25,2.0
LPSN,2001-11-23,2.0
LPSN,2001-03-02,2.0
LPSN,2017-12-29,4.0
LPSN,2018-05-11,2.0
LPSN,2011-10-14,2.0
LPSN,2018-04-06,2.0
LPSN,2018-06-08,2.0
LPSN,2018-01-05,4.0
LPSN,2010-07-23,3.0
MIST,2021-02-26,4.0
MIST,2021-03-26,4.0
MIST,2021-08-20,4.0
MIST,2020-04-17,3.0
MIST,2021-10-22,4.0
MIST,2021-01-29,4.0
MIST,2020-11-13,4.0
MIST,2021-05-21,4.0
MIST,2020-06-19,2.0
MIST,2021-01-22,4.0
MIST,2021-03-05,4.0
MIST,2020-08-14,3.0
MIST,2021-04-02,4.0
MIST,2020-08-21,3.0
MIST,2021-07-02,4.0
MIST,2021-08-27,4.0
MIST,2021-03-19,4.0
MIST,2020-12-11,4.0
MIST,2021-04-23,4.0
MIST,2020-06-12,2.0
DESP,2020-11-20,4.0
DESP,2020-10-09,4.0
DESP,2019-08-02,1.0
DESP,2021-01-22,4.0
DESP,2021-05-07,2.0
DESP,2018-08-24,4.0
DESP,2021-08-20,3.0
DESP,2019-09-06,4.0
DESP,2020-11-06,4.0
DESP,2019-05-31,3.0
DESP,2019-01-11,2.0
DESP,2018-12-14,2.0
DESP,2019-06-28,3.0
DESP,2019-06-14,3.0
DESP,2021-03-26,1.0
DESP,2021-09-24,3.0
DESP,2021-02-19,4.0
DESP,2019-02-22,2.0
DESP,2018-11-30,2.0
DESP,2020-09-25,4.0
HCKT,2020-08-28,1.0
HCKT,2016-02-12,1.0
HCKT,2008-01-25,1.0
HCKT,2020-09-11,1.0
HCKT,2009-07-24,4.0
HCKT,2018-05-18,4.0
HCKT,2015-01-16,2.0
HCKT,2017-10-06,1.0
HCKT,2011-06-17,2.0
HCKT,1999-04-09,4.0
HCKT,2013-04-12,2.0
HCKT,2012-08-10,3.0
HCKT,2017-08-25,1.0
HCKT,2002-12-06,1.0
HCKT,2013-03-29,2.0
HCKT,2009-07-31,4.0
HCKT,2019-03-29,2.0
HCKT,2013-05-10,2.0
HCKT,2005-09-23,2.0
HCKT,2004-01-23,2.0
AVNT,2018-09-07,2.0
AVNT,2005-05-13,1.0
AVNT,2013-09-27,1.0
AVNT,2007-03-02,4.0
AVNT,2019-02-01,2.0
AVNT,2013-03-15,1.0
AVNT,2008-10-10,2.0
AVNT,2017-12-15,1.0
AVNT,2018-06-15,4.0
AVNT,2009-08-28,4.0
AVNT,2007-03-16,4.0
AVNT,2020-10-02,4.0
AVNT,2006-10-20,4.0
AVNT,2016-11-11,4.0
AVNT,2015-08-14,3.0
AVNT,2004-07-09,3.0
AVNT,2002-05-17,3.0
AVNT,2011-08-19,2.0
AVNT,2016-06-24,3.0
AVNT,2009-03-20,3.0
INVA,2009-07-10,4.0
INVA,2018-12-14,1.0
INVA,2020-07-03,4.0
INVA,2007-06-15,3.0
INVA,2011-01-21,3.0
INVA,2008-05-09,3.0
INVA,2021-01-01,4.0
INVA,2006-01-20,4.0
INVA,2015-11-13,1.0
INVA,2010-07-02,2.0
INVA,2008-01-11,4.0
INVA,2006-08-18,4.0
INVA,2006-05-26,4.0
INVA,2012-07-27,4.0
INVA,2017-01-13,4.0
INVA,2016-05-20,3.0
INVA,2007-05-25,3.0
INVA,2006-02-03,4.0
INVA,2015-06-05,1.0
INVA,2005-08-12,4.0
EU,2020-12-18,4.0
EU,2021-10-15,2.0
EU,2019-04-12,2.0
EU,2016-12-30,2.0
EU,2019-06-14,3.0
EU,2013-07-19,4.0
EU,2020-05-15,4.0
EU,2017-02-10,2.0
EU,2018-05-11,2.0
EU,2017-11-17,3.0
EU,2013-08-16,4.0
EU,2018-12-21,2.0
EU,2016-08-26,2.0
EU,2021-02-05,4.0
EU,2014-02-28,1.0
EU,2014-01-31,4.0
EU,2021-04-23,1.0
EU,2020-08-21,4.0
EU,2015-09-25,4.0
EU,2013-11-15,4.0
CLF,1975-05-09,4.0
CLF,2001-03-23,4.0
CLF,1986-08-15,2.0
CLF,2020-04-03,4.0
CLF,2013-10-11,4.0
CLF,2019-06-28,2.0
CLF,1993-05-14,1.0
CLF,1992-07-31,3.0
CLF,2006-11-17,4.0
CLF,1977-11-25,3.0
CLF,2004-06-25,4.0
CLF,1987-12-04,3.0
CLF,2010-02-05,1.0
CLF,1978-09-08,1.0
CLF,1987-05-29,3.0
CLF,1996-04-05,3.0
CLF,1979-07-13,3.0
CLF,1974-11-01,3.0
CLF,2008-07-25,2.0
CLF,2019-04-05,2.0
MAS,2001-08-31,2.0
MAS,2013-01-25,3.0
MAS,2019-10-04,3.0
MAS,2007-02-02,4.0
MAS,1982-12-17,1.0
MAS,1985-08-02,4.0
MAS,1984-12-07,1.0
MAS,1981-06-05,3.0
MAS,2010-01-15,2.0
MAS,1991-02-15,3.0
MAS,2016-12-30,1.0
MAS,2003-10-24,1.0
MAS,2000-03-17,1.0
MAS,1987-07-17,1.0
MAS,2003-05-23,1.0
MAS,1986-09-19,1.0
MAS,2001-08-03,2.0
MAS,1985-06-14,3.0
MAS,2008-04-25,4.0
